id,name,parent_id
875, میونسپل کمیٹی عبدالحکیم,371
876, پل مصطفی آباد,372
877, تلمبہ,372
878, جنڈیالی بنگلہ,372
879, میاں چنوں,372
880, وجھیاںوالہ,372
881, ونجاری,372
882, باطن شہید,373
883, پل بازاری چٹ نہر,373
884, سب تحصیل  مخدوم عالی ,373
885, قطب پور,373
886, میونسپل کمیٹی سب تحصیل,373
887, نواباں والی ذخیرہ اڈا,373
888, بہاول گڑھ,374
889, دھنوٹ,374
890, علی پور کانجو,374
891, میونسپل کمیٹی,374
892, نوقابل واہ,374
893, بھوٹیجی,375
894, ڈانوارہ,375
895, سب تحصیل چک ہمتہ,375
896, سوئی والا,375
897, گیلے وال,375
898, میونسپل کمیٹی لودھراں سب تحصیل,375
899, بہادر پور,376
900, خان بیلہ,376
901, سٹی جلال پور,376
902, میراں ملہ,376
903, بگڑیں,377
904, راجہ رام,377
905, سکندر آباد,377
906, شجاع آباد شہر میونسپل کمیٹی,377
907, مٹوٹلی,377
908, امیر آباد,378
909, قادر پور راں,378
910, قاسم بیلہ,378
911, گلگشت,378
912, متی تل,378
913, نواب پور,378
914,  وحدت کالونی,379
915, حافظ جمال ,379
916, سمیجہ آباد,379
917, غوث پورہ,379
918, کوٹھے والا,379
919, لوٹھڑ اطراف,379
920, رنگیل پور,380
921, شیر شاہ,380
922, لاڑ,380
923, ملتان کینٹ,380
924, ولایت آباد,380
925, بستی ملوک,381
926, حسین آگاہی,381
927, فاطمہ ٹاؤن,381
928, فضل ماڈل,381
929, مخدوم رشید,381
930, ممتاز آباد,381
931, اطراف چکوک,382
932, ٹاؤن کمیٹی,382
933, جملیرا,382
934, چنوں موڑ ڈلن بنگلہ,382
935, ساہوکا,382
936, سلدیراہتھاڑ,382
937, شیخ فاضل,382
938, کچی پکی,382
939, گگومنڈی,382
940, مرضی پورہ سب تحصیل,382
941, ٹبہ سلطان پور,383
942, جلہ جیم,383
943, دوکوٹہ,383
944, کرم پور,383
945, گڑھ موڑ,383
946, میلسی,383
947, اڈا چکڑالہ,384
948, پپلی اڈا,384
949, پکھی موڑ,384
950, رتہ ٹبہ,384
951, سٹی وہاڑی,384
952, لڈن,384
953, ماچھیوال,384
954, بکہ خیل ,385
955, بنوں ,386
956, ڈومیل ,387
957, ککی ,388
958, مہریان ,389
959, سرائے نورنگ ,390
960, غزنی خیل ,391
961, لکی مروت ,392
962, بڈھ بیر,393
963, پشتخرہ ,394
964, چمکنی ,395
965, حسن خیل ,396
966, شاہ عالم ,397
967, مہتھرا ,398
968, صدر ,490
969, فقیر آباد ,400
970, سب ٹاؤن گلبہار ,401
971, گھنٹہ گھر ,402
972, یونیورسٹی ,403
973, تنگی سب تحصیل,404
974, چارسدہ سب تحصیل,405
975, شبقدر سب تحصیل,406
976, باڑہ سب تحصیل,407
977, جمرودسب تحصیل,408
978, لنڈی کوتل سب تحصیل,409
979, ملاگوری سب تحصیل,410
980, اپر مہمند سب تحصیل,411
981, امبار سب تحصیل,412
982, پرانگ سب تحصیل,413
983, پنڈیالی سب تحصیل,414
984, حلیم زئی سب تحصیل,415
985, صافی  سب تحصیل,416
986, یکہ غنڈ سب تحصیل,417
987, پبی ,418
988, جہانگیرہ ,419
989, نوشہرہ ,420
990, پنیالہ ,421
991, پہاڑپور ,422
992, سب تحصیل ٹانک,423
993, گل امام,423
994, گومل,423
995, پروآ ,424
996, درابن ,425
997,  ڈیرہ ڈیہات,426
998, ڈیرہ سٹی,426
999, سب تحصیل ڈیرہ اسماعیل خان ,426
1000, مریالی,426
1001, کلاچی ,427
1002, سب  تحصیل گمبٹ ,428
1003, سب تحصیل بلی ٹنگ ,428
1004, سب تحصیل درہ آدم خیل,428
1005, کوہاٹ ,428
1006, لاچی ,429
1007, دیر سب تحصیل,430
1008, شرینگل سب تحصیل,431
1009, واڑئی سب تحصیل,432
1010, چغر ذئی سب تحصیل,433
1011, خدوخیل سب تحصیل,434
1012, ڈگر اسب تحصیل,435
1013, گاگرہ سب تحصیل,436
1014, گدیزئی سب تحصیل,437
1015, منڈر سب تحصیل,438
1016, بابوزئی ,439
1017, بحرین ,440
1018, بریکوٹ ,441
1019, چار باغ ,442
1020, خواز ہ خیلہ سب تحصیل,443
1021, کبل ,444
1022, مٹہ ,445
1023, اد ہنزائے ,446
1024, بلا مبٹ ,447
1025, تیمر گرہ ,448
1026, ثمرباغ ,449
1027, لعل قلعہ ,450
1028, بٹخیلہ سب تحصیل,451
1029, درگئ سب تحصیل,452
1030, ٹوپی سب تحصیل,453
1031, چھوٹا لاہور  سب تحصیل,454
1032, رزڑ سب تحصیل,455
1033, صوابی  سب تحصیل,456
1034, تخت بائی ,457
1035, رستم ,458
1036, کاٹلنگ ,459
1037, گڑھی کپورہ ,460
1038, سب تحصیل  پار ہوتی,461
1039, سب تحصیل گوجر گڑھی,461
1040, مردان ,461
1041,  گلیات,462
1042, ایبٹ آباد ,462
1043, ایبٹ آباد  سٹی,462
1044, سب تحصیل ایوبیہ,462
1045, سب تحصیل بوئی ,462
1046, اطراف حویلیاں ,463
1047, حویلیاں  سٹی,463
1048, گڑھی پھلگراں ,463
1049, لورہ ,464
1050, لوئیر تناول ,465
1051, الائی سب تحصیل,466
1052, بٹگرام سب تحصیل,467
1053, اوگی ,468
1054, بالا کوٹ ,469
1055, سب تحصیل گھڑی حبیب اللہ ,469
1056, کاغان ,469
1057, بفہ ,470
1058, تناول,471
1059, دربند ,472
1060, سب تحصیل پانو ڈھیری,473
1061, سب تحصیل مانسہرہ سٹی,473
1062, مانسہرہ ,473
1063, خان پور ,474
1064, غازی ,475
1065,  سب تحصیل سرائے صالح,476
1066, سب تحصیل تناول,476
1067, ہری پور ,476
1068, بحریہ ٹاؤن,575
1069, سب ٹاؤن کاٹھورٹاؤن,478
1070, سب ٹاؤن نوری آباد ٹاؤن,479
1071, تھانہ بولا خان ٹاؤن,480
1072, سب ٹاؤن تونگ ٹاؤن,481
1073, سب ٹاؤن سری ٹاؤن,482
1074, سب ٹاؤن کرچات ٹاؤن,483
1075, سب ٹاؤن ٹول پلازہ ٹاؤن,484
1076, سب ٹاؤن دنبہ گوٹھ ٹاؤن,485
1077, سب ٹاؤن کنڈ جھنگ ٹاؤن,486
1078, گڈاپ ٹاؤن1,487
1079, سب ٹاؤن درسانہ چھنہ ٹاؤن,488
1080, گڈاپ ٹاؤن 3,489
1081, صدر ٹاؤن 1,490
1082, صدر ٹاؤن 3,491
1083, سب ٹاؤن لائنز ایریا,492
1084, لیاری ٹاؤن 2,493
1085, صدر ٹاؤن 2,494
1086, لیاری ٹاؤن1,495
1087, جناح ٹاؤن,496
1088, چنیسر ٹاؤن,497
1089, گلشن اقبال ٹاؤن2,498
1090, گلشن اقبال ٹاؤن 1,499
1091, سب ٹاؤن  انڈسٹریل  ایریا,500
1092, شاہ فیصل ٹاؤن,501
1093, ماڈل ٹاؤن,502
1094, ابراہیم حیدری ٹاؤن 1,503
1095, کورنگی ٹاؤن,504
1096, لانڈھی ٹاؤن,505
1097, گڈاپ ٹاؤن 2,506
1098, ابراہیم حیدری ٹاؤن 2,507
1099, ڈیفنس,508
1100, صدر ٹاؤن 4,509
1101, صفورہ ٹاؤن,510
1102, سب ٹاؤن گلزار ہجری,511
1103, سہراب گوٹھ ٹاؤن,512
1104, سب ٹاؤن گلشن معمار,513
1105, گلبرگ ٹاؤن,583
1106, لیاقت آباد ٹاؤن,515
1107, نارتھ ناظم آباد ٹاؤن,516
1108, ناظم آباد ٹاؤن,517
1109, سب ٹاؤن نارتھ کراچی ٹاؤن ,518
1110, نیو کراچی ٹاؤن,519
1111, اورنگی ٹاؤن,520
1112, منگھوپیر ٹاؤن 1,521
1113, مومن آباد ٹاؤن,522
1114, سب ٹاؤن خدا کی بستی,523
1115, منگھوپیر ٹاؤن 2,524
1116, سب ٹاؤن فورکے,525
1117, بلدیہ ٹاؤن 2,526
1118, موریرومیر بحر ٹاؤن,527
1119, بلدیہ ٹاؤن1,528
1120, ماڑی پور ٹاؤن 2,529
1121, ماڑی پور ٹاؤن1,530
1122, باغ  سب تحصیل,531
1123, سب تحصیل بیرپانی,532
1124, چڑالہ سب تحصیل,533
1125, دھیر کوٹ ٹاؤن ,533
1126, سب تحصیل ریڑہ,534
1127, ہاڑی گہل سب تحصیل,535
1128, تھوڑارسب تحصیل,536
1129, دوتھان سب تحصیل,537
1130, راولاکوٹ سب تحصیل,537
1131, عباس پور ٹاؤن,538
1132, ہجیرہ  ٹاؤن,539
1133, فارورڈ کہوٹہ سب تحصیل,540
1134, خورشید آباد  سب تحصیل,541
1135,  بدھال شریف سب تحصیل,542
1136, بلوچ ٹاؤن,543
1137, ٹاؤن  پلندری سب تحصیل,544
1138, تراڑ کھل  سب تحصیل ,545
1139, منگ سب تحصیل,546
1140, پہٹکہ(نصیرآباد) سب تحصیل ,547
1141, کھاورا سب تحصیل,548
1142, گڑھی دوپٹہ سب تحصیل,548
1143, مظفرآباد  سب تحصیل ,548
1144, میونسپل کارپو ریشن اٹھمقام سب تحصیل ,549
1145, سب کیل ٹاون ,550
1146, ٹاؤن کمیٹی چکارسب تحصیل ,551
1147, لیپہ  سب تحصیل ,552
1148, میونسپل کمیٹی ہٹیاں بالا سب تحصیل ,553
1149, برنالہ سب تحصیل ,554
1150, بھمبر سب تحصیل ,555
1151, سماہنی سب تحصیل ,556
1152, بڑاٹلہ سب تحصیل ,557
1153, پرائی سب تحصیل ,558
1154, سہرمنڈی سب تحصیل ,559
1155, سیری سب تحصیل ,560
1156, تتہ پانی سب تحصیل,561
1157, قمروٹی سب تحصیل ,561
1158, جندروٹ سب تحصیل ,562
1159, اسلام گڑھ  سب تحصیل,563
1160, ڈڈیال سب تحصیل ,564
1161, میرپورسب تحصیل ,565
1162, حسین آباد ,566
1163, گلاب پور,567
1164, عید گاہ,568
1165, رٹو,569
1166, پھنڈر,570
1167, امیت اشکومن,571
1168, جگلوٹ,572
1169, دنیور,572
1170, سکوار/ پری,572
1171, کریم آباد,573
1172, کریم آباد,574
1173, سب ٹاؤن بحریہ ٹاؤن ,575
1174, سب ٹاؤن کینال روڈ,575
1175, باگڑیاں سب ٹاؤن,576
1176, سب ٹاؤن شپ,576
1177, سب ٹاؤن کوٹ لکھپت,576
1178, سب ٹاؤن گرین ٹاؤن,576
1179, سب ٹاؤن واپڈا ٹاؤن,576
1180, سب ٹاؤن اعوان ٹاؤن,577
1181, سب ٹاؤن ٹھوکر,577
1182, سب ٹاؤن جوہر ٹاؤن,577
1183, اڈا پلاٹ سب ٹاؤن,578
1184, سب ٹاؤن جیا بگا,578
1185, سب ٹاؤن رائیونڈ,578
1186, سلطانکے سب ٹاؤن,578
1187,  سب ٹاؤن چوہنگ,579
1188, سب ٹاؤن مانگا منڈی,579
1189,  سب ٹاؤن ہئیر,580
1190, سب ٹاؤن اٹاری سروبا,580
1191, سب ٹاؤن چونگی,580
1192, سب ٹاؤن شہزادہ,580
1193, سب ٹاؤن کاہنہ,580
1194, سب ٹاؤن نشتر کالونی,580
1195, سب ٹاؤن   شیراکوٹ,581
1196, سب ٹاؤن اقبال ٹاؤن,581
1197, سب ٹاؤن پکی  ٹھٹھی,581
1198, سب ٹاؤن سبزہ زار,581
1199, سب ٹاؤن سوڈیوال,581
1200, سب ٹاؤن اچھرہ,582
1201, سب ٹاؤن شاہ کمال,582
1202, سب ٹاؤن گوالمنڈی,582
1203, سب ٹاؤن مزنگ,582
1204, سب ٹاؤن گڑھی شاہ,583
1205, سب ٹاؤن گلبرک ٹاؤن,583
1206, سب ٹاؤن ماڈل ٹاؤن,583
1207, سب ٹاؤن مال روڈ,583
1208, سب ٹاؤن نصیر آباد,583
1209, سب ٹاؤن  اندرون شہر لاہور,584
1210, سب ٹاؤن بلال گنج,584
1211, سب ٹاؤن کریم پارک,584
1212,  سب ٹاؤن قاضی پارک,585
1213,  سب ٹاؤن لاڑی اڈا,585
1214, سب ٹاؤن بیگم کوٹ,585
1215, سب ٹاؤن جیا موسیٰ,585
1216, سب ٹاؤن داتا نگر,585
1217, سب ٹاؤن سبزی منڈی,585
1218, سب ٹاؤن ونڈالہ شاہدرہ ,585
1219, کھوکھر روڈ,585
1220, سب ٹاؤن اکرم پارک,586
1221, سب ٹاؤن باغبانپورہ,586
1222, سب ٹاؤن چائنہ سکیم,586
1223, سب ٹاؤن شاد باغ,586
1224, سب ٹاؤن شیلر چوک,586
1225, سب ٹاؤن کوٹ خواجہ سعید,586
1226, سب ٹاؤن مخدوم شاہ,586
1227, سب ٹاؤن میراں حسین زجانی,586
1228, سب ٹاون اسلام پورہ ,587
1229, سب ٹاؤن ساندہ,587
1230, سب ٹاؤن گلشن راوی,587
1231, سب ٹاؤن  شالیمار لنک روڈ,588
1232, سب ٹاؤن اتوکی اعوان,588
1233, سب ٹاؤن سراج پورہ,588
1234, سب ٹاؤن سلامت پورہ,588
1235, سب ٹاؤن محمود بوٹی,588
1236, سب ٹاؤن مناواں,588
1237, سب ٹاؤن مومن پورہ,588
1238, سب ٹاؤن ڈی ایچ اے عطاری,589
1239, سب ٹاؤن ڈی ایچ اے مدنی,589
1240, سب ٹاؤن ڈی ایچ اےمکی,589
1241, سب ٹاؤن تاج باغ,590
1242, سب ٹاؤن جوڑے پُل,590
1243, سب ٹاؤن مغلپورہ,590
1244, سب ٹاؤن میاں میر,590
1245, سب ٹاؤن ہربنس پورہ,590
1246,  سب ٹاون گواہا  بھٹہ چوک,591
1247,  سب ٹاؤن فورٹریس,591
1248, سب ٹاؤن صدر کینٹ ,591
1249, سب ٹاؤن چرڑ,592
1250, سب ٹاؤن غازی  روڈ,592
1251, سب ٹاؤن والٹن,592
1252, سب ٹاؤن بھسین,593
1253, سب ٹاؤن جلو,593
1254, سب ٹاؤن ہڈیارہ,593
