id,name,parent_id
289,میانوالی تحصیل,74
290,عیسیٰ خیل تحصیل,74
291,منکیرہ تحصیل,75
292,کلور کوٹ تحصیل,75
293,دریا خان تحصیل,75
294,بھکر تحصیل,75
295,شاہ پور تحصیل,76
296,سرگودھا تحصیل,76
297,کینٹ ایریا,77
298,کوٹ مومن تحصیل,76
299,ساہیوال تحصیل  (سرگودھا),76
300,بھیرہ تحصیل,76
301,بھلوال تحصیل,76
302,سلانوالی تحصیل,76
303,فیکٹری ایریا ٹاؤن,77
304,سیٹلائٹ ٹاؤن ایریا,77
305,سٹی ایریا,77
306,پیر محل تحصیل,78
307,کمالیہ تحصیل,78
308,دارالسلام ٹوبہ تحصیل,78
309,گوجرہ تحصیل,78
310,احمد پور سیال تحصیل,79
311,18 ہزاری تحصیل,79
312,شورکوٹ تحصیل,79
313,جھنگ تحصیل,79
314,لالیاں تحصیل,80
315,بھوانہ تحصیل,80
316,چنیوٹ تحصیل,80
317,چک جھمرہ تحصیل,81
318,تاندلیانوالہ تحصیل,82
319,سمندری تحصیل,82
320,مدینہ ٹاؤن,81
321,جڑانوالہ تحصیل,82
322,اقبال ٹاؤن,81
323,فیصل آباد صدر تحصیل,82
324,جناح ٹاؤن,81
325,لائلپور ٹاؤن,81
326,چیچہ وطنی تحصیل,83
327,ساہیوال تحصیل,83
328,عارف والا تحصیل,84
329,پاکپتن تحصیل,84
330,اوکاڑہ تحصیل,85
331,رینالہ خورد تحصیل,85
332,دیپالپور تحصیل,85
333,پسرور تحصیل,86
334,ڈسکہ تحصیل,86
335,سمبڑیال تحصیل,86
336,سیالکوٹ تحصیل,86
337,شکرگڑھ تحصیل,87
338,نارووال تحصیل,87
339,ظفروال تحصیل,87
340,منڈی بہاؤالدین تحصیل,88
341,ملکوال تحصیل,88
342,پھالیہ تحصیل,88
343,پنڈی بھٹیاں تحصیل,89
344,حافظ آبادتحصیل,89
345,سرائے عالمگیر تحصیل,90
346,کھاریاں تحصیل,90
347,جلالپور جٹاں تحصیل,90
348,گجرات ٹاؤن,91
349,کنجاہ تحصیل,90
350,وزیرآباد تحصیل,92
351,نوشہرہ ورکاں تحصیل,93
352,علی پور چٹھہ تحصیل,92
